en,ngiemboon
lekɔ̌ɔn lɔ̀ɔn,blacksmith’s mould
zêm,"black, very"
mbíd,"black, very"
ŋwóŋ,"black, very"
tsì,bladder
gwà,blade
mbì,blade
tsǎŋ,blade of grass
nzaŋ,blade of straw
lísà,"blade, razor"
nʉ̀ʼ,blame
ńcÿɔ́gte,blame
nɔ̀ʼ,blame
ńkaga,blame
ńtsóonte,blame
gúcʉʉ,"blame, cry"
yàa,"blame, cry"
ngàŋa nɔ̀ʼ,blamer
ńgyag,blame someone
mbèlàŋ,blanket
laʼá,blanketgrass
ḿvɛte,blather
mɛ̌ɛʼ,bleat of a goat
mɛ̌ʼ,bleat of a sheep
mbɛ̌ʼ,bleat of a sheep
fàa,bleeder
éfaŋte,blend
pìd,blepharitis
ḿbíɛ,bless
ésẅéen,bless
ńtsẅagte,bless
ńtwo,bless
éfʉ,"blind, be"
éfʉte,"blind, become"
éfʉ,"blind, become"
fʉ̀,blind person
lepúbè,blind snake
ńkaba lejÿɔ́g,blink
ḿmyɛʼ,blink
ḿmyɛʼ lejÿɔ́g,blink
ḿvɔb,blink
