en,ngiemboon
ńkẅíd,reinforce a basket edge
ésɔbte,reinject
ńdʉʼʉ mefʉa,reject
ńkág,rejoice
éseŋe,rejoice
ńtuʼ,rejoice
ńkaʼte,rejoice
ńjwoŋte,rejoin
éshumo,rejuvenate oneself
tá pɔ́ má,relations
ḿboŋe,"relations, have good"
ńkɔ́ʼ mmɔ̌g,release
mémbàʼ,relief
ḿmeen,reluctantly
ńnéŋe,remain
ḿvwɔʼɔ,remain
lèʼe,remainder
kẅìʼi,remainder
liŋé,remark
ńdiŋ,remark
mága,remark
ńdiŋe,remark
lyéen,remark
ńkímte,remember
cwoŋo njúʼ,reminder
ngʉa shʉ̀shʉ̀a,remote
ńtsɔ́ʼ,remove
ńtsẅɛ́te,remove
ńkẅile,remove
ńzyɛ́b,remove
ńtsíb,remove
éfÿɔ́g,remove
ńtíɛ,remove
ńtyɛ́,remove all stains
ńtsɔ́ʼte,remove from various places
ńtsɔ́ʼ,remove from various places
ńjwo,remove hair from
ńtú,remove 
ḿbag,remove plantain peelings
shwòŋ ntsɔ́ʼ,remover
mbìle,"removes the pulp, one who"
mbìd,"removes the pulp, one who"
