en,ngiemboon
ńkemte,"powder here and there, spread"
sɔ̀gɔ mvɔ́bɔ,"powder, soap"
ḿbyé,"power, apply"
ńgémte,praise
ńguʼte,praise
ńgámte,praise
nkwɔbɔ́,praise
zɔɔn múɔ,praise
ńteŋte,"praise, time to time"
menjÿàngà,"prawn, sp. small"
manjÿàngà,"prawn, sp. small"
sẅíŋtè,prayer
kwɔ̀ʼɔ fùɔ,praying mantis
ésẅíŋte,pray to
ńzɔ́bte,"precautions, take"
ntʉ̀,precious
ńcwoŋo,"precision, with"
lelíɛ ntse,predaceous diving beetle
ńtʉ́ njÿó,predict
ńtÿɔ́g ntʉm,prefer
pìŋe ndù,prefix
pÿɛ́,pregnancy
shwoŋ,pregnant
éshwoŋ,"pregnant, be"
ḿmÿɛ́te,"pregnant, be"
éshwoŋte,"pregnant, be"
ńtsyɛ,pregnant frequently
ńnyɛte,prepare
ńdɔ́ɔn,prepare
ńzáʼte,prepare an ambush
ḿbɔ́ɔnte,preserve
tándá,president
mandá,president 
