en,ngiemboon
ńzibte,"parasite, be"
ńcÿó gʉ́m,pardon
ńtsɔ́ɔn mezìŋe,pardon
mbɔ́ɔn,pardon me
shúshu,pardon me
shúshu,pardon me
tsétsɔʼ,pardon me
tsé,"parents-in-law, family"
kwɔ̀ʼɔ tsé,"parents-in-law, family"
kwɔ̀ʼɔ tsé,"parents-in-law, several"
ńtyé,park
lùŋ ncwò,parliament
makwáŋà kwɔb,parrot 
ńkumte,"parsimony, eat sauce"
nkendéŋe,part
pùʼ,part
nzsè,part
ńcwoŋo,particularly
ńtʉʉ lelÿò,"part, most"
kìm,part of a dividing up
sẅɛ́ɛ,"party, birthday"
ḿpfó,pass
ńcʉa,pass
ńtɔ́g,pass
ńdyeente,pass
lôŋ nzsǒ,pass
meen,passable
ḿmeen,passably
ncʉ̀a nzsè,passage
ńcʉ́m,pass away
ńzyɛ́ʼte,pass by
ńgwele gwele,pass by
éféŋe,pass each other
éfʉ́ŋe,pass each other
ngàŋ legìŋ,passenger
ncʉ̀a mánzsè,passer-by
ncʉ̀a nzsè,passer-by
mambú mbÿàg pÿág,passion fruit
laale,passion fruit
ńcʉate,pass many times
