en,ngiemboon
ńjʉ,steal 
zẅɛ̌,steam
gʉ́ʼ,"steel, stainless"
nkÿo tʉ́,steel wire
tsǎŋ,"stem, grass"
nkwoŋ,"stem, pipe"
megiŋé,step
gẅǐɛ,step
lefÿɛ́,sterile animal
fÿɛ́ɛ nɔ̀ɔn,sterile animal
tsemé mmó,stick
ńdóŋ,stick
tẅìʼ,stick
éshÿɔ́g,stick
lekà,stick
kème mmó,stick
ńtsete,stick a little all over
ntsáʼ,stick for musical instruments
pùʼu,stick for musical instruments
ńcúa nzẅé,"stick, hit with"
ńcúa nzẅé,"stick, hit with"
ńcúa nzẅé,"stick, knock out"
ńcúa nzẅé,"stick, knock out"
ńda,stick to
ńdaa,stick to
ńtẅiʼ,"stick, walk"
ńdile,"sticky, be"
ńdóŋ,"sticky, be"
kʉkʉ́ŋ,sticky matter 
ngwàlàʼ,sticky sauce
mpfʉ̀,"sticky sauce, k."
mpfʉ̀,"sticky sauce, k."
ésẅɛ́,stifle
ḿbúʼu,stifle
ńtsíge,stifle
éfóm,stifle
ńtsɛ,still
ńgíŋ,still
ńnyé,still
lùŋ ndʉŋ,stilt
ńkute,stimulate
ńjÿoŋ,stimulate
ésɔb,sting
ńtsɔ́g,sting
ńŋwáŋte,sting 
ńtʉ́a,sting 
ńtʉ́ate,sting 
