en,ngiemboon
mvemváŋ,potassium
ngẅǐŋ,potato
lekwà ndɔɔn,"potato disease, k."
kàcÿò,potato dish
mânkɔ́ʼ,potato 
matétě,"potato, Irish"
matě,"potato, Irish"
mânkɔ́ʼ féfɔ́gɔ,"potato, sweet"
tsìŋe lekʉŋ,"pot, bottom"
tà,"pot, clay"
kàcÿò,"pot, couscous in the bottom"
mpfɛ̀ lekʉŋ,pot lid
ntsìb,"pot, one who takes something out"
ngwʉ̌ŋ,"pot, small clay cooking"
ńtsíb,"pot, withdraw from"
tsètsò,poultry plague
ḿbÿɛ,pour
ḿpfɛte,pour
ḿbʉle,pour for oneself
ńtue,pour out
ńtu,pour out
ḿbʉle,pour out
ńtsyágte,pour out 
ḿbʉle,pour out for oneself
ńtsyágte,pour out 
fÿɔ̀g,poverty
fÿàg,poverty
póŋ,poverty
páblà,powder
ffo ssé,powder
pfɔ́b,powder
mvɔbɔ́,powder
lepuʼú pfó,"powder, ear of maize containing black"
pÿè,powder for ceremonies
