en,ngiemboon
ńŋwaʼte,dazzle
nkẅè mvfò,deacon
lezím,"dead, risen from"
ḿbége,deafen
mbǔʼ metuŋó,deaf person
gáʼa mevɛ́,Deam’s clearweed
tʉ̀nzẅìŋ,dear
ntʉ̀ nzẅìŋ,dear
moŋo nzẅìŋ,dear
ńgéʼe nzẅìŋ,"dearer, make"
tângɔ́ʼ,dearest
táangɔ́ʼ,dearest
máangɔ́ʼ,dearest
kwɔ́ʼɔ,dearest
tʉ̀nzẅìŋ,"dear, very"
legwé,death
mpfó,death
twó légwe,"death, cause"
ńnẅɛ,debase
nzòŋ,debater
ésiɛ,debit
ésiɛte,debit
njǔ,debt
ngàŋ njǔ,debtor
fùu,debtor
ńkaŋa,decant
tá mpfó,"deceased, father"
má mpfó,"deceased, mother"
lesẅɛ̀,"deceased, ritual for the mother"
nkwòŋ menÿɔ́g,deceitful
nkwòŋe menÿɔ́g,deceitful
ḿbɔbte,deceive
ńdɔ́ɔnte,deceive
ḿbɔb,deceive
ńcÿɔʼte,deceive
ḿbab,deceive
ésyé,deceive
ḿbabte,deceive
ḿbyɛ́ʼte,deceive
éfʉte,deceive
ngàŋa fʉ̀te,deceiver
ngàŋ pàb,deceiver
ngàŋa pàb,deceiver
saŋ lùm,December
