en,ngiemboon
ńgɔɔn,speak
mbìte ncwò,speaker
mbìge,speaker
lèbe,"speaking, difficulty"
ngie mbɔɔn,"speaking, I’m"
ńnéŋe lecwòŋ,"speaking, stay without"
ngie mbà loo,"speaking to you, I’m"
ńtabte,"speak, try"
lekwoŋ,spear
lekwoŋ lúŋ,"spear, dance"
lekwoŋ shÿɔ́ʼ,"spear, dance"
lekwoŋ ntswáʼa,spear for dancing
lekwoŋ ntswáʼa mefùɔ,spear for dancing
kénʉʼ,speargrass
nʉʼ,speargrass
fʉ́a,spear handle
lekwoŋ lúŋ,spear with little bell
ntsɔ̀b,special
ńcÿɔʼte,speckle
mentsaʼá,speckled
pǎbpab,speckled
mekú mentsáʼa,"speckled beans, sp."
káŋa mekéle,"speckled beans, sp."
mekú káŋa mekéle,"speckled beans, sp."
káŋa mekéle,speckled plate
nò,speech
shwóŋò,speech
legɔ̀ɔn,speech
ńkwaʼ,speechify
ntsàʼ mbǔʼ,speechless
mbùʼ ncwò,speechless
tàmbǎʼ,speechless
ésẅé,speechless out of shame
mbyě,"spell, magic"
ńdáʼ,spend the night
ntse nnɛ́,sperm
