en,ngiemboon
ŋʉŋÿá,"crow, pied"
ŋeŋɛ́,"crow, pied"
ŋâŋǎ,"crow’s cry, pied"
mandèle,cruciform wooden whistle
letagá,cruciform wooden whistle
ŋwéŋwelé,crumb
ḿpfwɔʼɔ,crumble
ńnẅɛʼ,crumble
ḿmʉʼ,crumble
ḿbagte,crumble
ńnẅiʼi,crumble
ńnẅɛʼte,crumble
ńkoon,crumble
ńnẅɛʼɛ,crumble
ńkwote,crumble away
tsétsɔgɔ́,crumbs
éfáte,crumple
ńkoon,crunch
ńkɔɔn,crunch
ńzwaʼ,crunch
ńgʉme,crunch
ńtsyéente,crush
ńtsóte,crush
ńtsẅɛ́ʼ,crush
ńtswáʼ,crush
ńzwaʼte,crush
ńgwɔʼ,crush
éshÿɔ́ʼ,crush
ńzwaʼ,crush
ńdumo,crush
ńtẅe,crush
éfɔ́ɔn,crush
ńgwɔʼte,crush
nnẅɛ̀ʼɛ,crusher
ngwɔ̀ʼɔ,crusher
éshÿɔ́ʼ,"crush, lightly"
kacÿò,crust
kashÿò,crust
ńkwóonte,"crust, clean"
tẅìʼ,crutch
gwá,cry
ńdiʼ,cry
ńgaʼte,cry
ḿmʉ́ʼ,cry
ńdʉa,cry
ndìte ngwòŋ,cry for help
ngwòŋ,cry for help
ngyè tetʉ̂,cry for help
ńdíte ngwòŋ,cry for help
ńdʉate,cry in a group
lelʉ̀a,crying
ɛ̌ɛn,"cry of surprise, oversight"
ěen,"cry of surprise, oversight"
ŋâŋǎ,"cry, pied crow’s"
meŋwʉŋé,crystal
mváŋ,crystal
mváŋ,crystalline
kʉ̌b,cubicle
kùb,cubicle
pʉ́pÿé,"cuckoo, African"
