en,ngiemboon
ésyag,"corn, remove the husk"
kwɔ̀gɔ,corn sheller
lelÿò ngesáŋ,corn silk
kwɔ̀ʼ,corn stalk
kwòŋ,corn stalk
ngesáŋ ffòffò,corn stalk
kwàtà,corn wine
pfó,corpse
ńtúŋ,"corpse, bury"
mbwɔ̀ʼ nnɛ́,corpulence
ésɔgɔ,correct
ésiŋte,correct
sìŋte,correction
lesìŋte,correction
sẅɛ́,corridor
mesẅɛ̌,corridor
ńkwɛ́ɛ pwó,corrupt
gégÿɛ́ ndʉ̀m,cossid miller moth
láa,cost how much?
nzsozíŋ,"costume, dance"
méndá,cottage
nkùnkùb,cotton
kotôŋ,cotton
kwɔ̀gɔ,cotton gin
mandÿoonmacǔ,"coucal, Senegal"
kɔ̀ɔn ngùb,couch grass
kẅàga,cough
ńkẅág,cough
kɔ́hɔ̀ʼ,"coughing, sound"
ńtÿɔ́g,counsel
ńtÿɔ́gte,counsel
nnà ntÿɔgɔ́,counsellor
ntÿɔ̀gte láʼ,counsellor
ntÿɔ̀gte,counsellor
ngàŋ ntÿɔgɔ́,counsellor
ńtʉ́,count
ésáŋ,count
