en,ngiemboon
ésẅé,"shame, speechless"
ńdáŋte,"shape, be in"
ńdáŋ,"shape, be in good"
ńgʉ́te,"shapeless, be big but"
ḿbyagte,"shape, lose one’s"
ésɔ́ɔn,"shared out, not have one’s part"
nzyè letaŋá,shareholder’s equity
ńgab,share out
ésaʼte,share without limit
gàb,sharing
ńtsɔ́b,"sharing, taste before"
ńdúm,"sharp, be"
ńtʉ́ate,"sharp, be"
ḿbye,sharpen
ntsège,sharpener
twó légwe,shaved head
ńjwo,shave off
ńzẅag,shave off
e,she
á,she
é,she
á,she
à,she
mbʉ́a,sheath
ntàb,shed
njʉ̀njÿò,sheep
mɛ̌ʼ,"sheep, bleat"
mbɛ̌ʼ,"sheep, bleat"
kèkwòon,"sheep, male"
kùkwòon,"sheep, male"
pɔ̌ɔn mmó,sheet
pelâg,sheet
pàg,sheet
jʉ̂ŋ,sheet metal
ńkim,"sheet metal, put on"
