en,ngiemboon
ḿbyag,puncture
ńtɔ́gɔ,"punctured, be"
ńjÿɔ́gɔ kɔ̌ʼ,punish
ḿbónése,punish
ńná ngɔ́ʼ,punish
ńneŋe tsébe,punish
kɔ́ɔnte,punishment
pónésè,punishment
ngɔ́ʼ,punishment
kɔʼɔ́ lóŋ,punishment
mùʼ fáŋ,punishment by ordeal
múɔ nzìʼi,pupil
tsétsáʼ pfòŋ,puppet
njùu,purchaser
ńdʉ́a,"pure, be"
éfa,purge
lesẅagá,purification
mbíɛ,purification decoction
ésẅág,purify
ńtwo láʼ,purify
ńcúa lesẅɛ̀,purify 
ńcúɔ lesẅɛ̀,purify 
nkunjʉ̀njÿò,purple princess
múɔ pɔ̀ɔn nkáb,purse
múɔ pɔ̀ɔn,purse
tsábte,purse
ńjwoŋte,pursue
njwòŋo,"pursues, one who"
ffó,pus
mbìd,pus
zezsó,"pus, abscess"
zʉzsó,"pus, abscess"
ńtsíŋe,push
ńŋʉ́ʼte,push
ńtsó,push
ńtsóte,push
ńtsẅíŋ,push
ńkwɛte,push
ńtsó,push
ńtsóte,push forward
éshÿɔ́g,push in
ḿbímte,push to do
ńzáb,put
ńnéŋ,put
ńnéŋte,put
éshÿɔ́g,put
ńtÿɔ́g,put
