en,ngiemboon
fà,flint
legẅi mmɔ̌g,flint
ńziete,flit about
ńtele,float
mánáŋ,float
ńziete,float
kɔ́ɔn menʉ́,flood
tsetsáʼ,floor
ssé ndá,floor of a house
nzɔ̀ʼɔ,floor polisher
falîne,flour
pfɔ́b,flour
mvɔbɔ́,flour
ńtága,flow away
ésɔɔn,flower
ḿmaʼa tôtǒ,flower
málúʼ,"flower, banana flower"
ntoŋ ngesáŋ,"flower, corn"
tôontǒon,flower 
tôtǒ,flower 
ntà,"flower, macabo"
ńtÿɔ́ʼ,"flowing, prevent"
fáʼtè,flu
pàʼ,"fluff, palm tree"
sóŋ,flume
ndèndoŋ,flute
ńziete,flutter about
nzeennzse,fly
ńdém,fly away
ńdém,fly 
ńzie,fly 
tétóŋ mbàʼ,"flycatcher, African blue crested"
tétɔ́g mbàʼ,"flycatcher, African blue crested"
zẅízẅɛʼɛ́,"fly, fruit"
