en,ngiemboon
tsàpfó,"mushroom, sp. small"
leluŋó,musical ensemble
shúm leluŋó,musical instrument 
kẅìŋ,"musical instrument, k."
pímte,"musical instrument, k."
gwɔ́gɔ mbɔ̀ɔn,"musical instrument, k."
métsàʼ,"musical instrument, k."
sẅì,musk shrew 
ńkɔ̌,must
ńkeʼé,must
ńkɔʼɔ́,must
páʼ á zɛ́te,"must, as one"
shʉ́ʼ,mutual aid
lekẅétè,mutual aid
sẅɛ́ɛ,mutual assistance
mvɛ̀d,mvet
yɔ́ɔn,my
mɔ́ɔn,my
mɔ́ɔn,my
wɔ̀ɔn,my
wɔ́ɔn,my
pɔ́ɔn,my
wɔ́ɔn,my
sɔ́ɔn,my
pɔ́ɔn,my
yɔ̀ɔn,my
sɔ́ɔn,my
wɔ̀ɔn,my
yɔ̀ɔn,my
yɔ́ɔn,my
míile,myrrh
kwàʼ mèŋ,"myself, I"
sòŋ,mystical theft
nzèm ndyɛ̀ʼɛ,mystical way
sɔ́gɔ̀,"my, your and"
wɔ́gɔ̀,"my, your and"
mɔ́gɔ̀,"my, your and"
yɔ̀gɔ,"my, your and"
sɔ́gɔ̀,"my, your and"
wɔ̀gɔ,"my, your and"
pɔ́gɔ̀,"my, your and"
yɔ́gɔ̀,"my, your and"
mɔ́gɔ̀,"my, your and"
wɔ̀gɔ,"my, your and"
yɔ́gɔ̀,"my, your and"
wɔ́gɔ̀,"my, your and"
pɔ́gɔ̀,"my, your and"
yɔ̀gɔ,"my, your and"
