en,ngiemboon
kwalákwàlà,shelf
lecÿɔ́ʼ,shelf
ntsaŋ,shelf
lewaŋ,"shelf, market"
legwaŋ,"shelf, market"
ńkwo,shell
kèpàg,shell
ńkwɔgte,shell
kàpàg,shell
ńkwɔg,shell
pàg,shell
ńkʉ́b,shell
kègte,shell
kèkège,shell
máfǒmantʉ́m,"shell, groundnut"
máfǒsɔb,"shell, groundnut"
mbúm,"shells, cowry"
ndi,"shells, dried fruit"
ńkʉ́bte,shell some groundnut pods
sẅisẅê,shelter
kʉ́ʼʉ ncù,shield
legẅi ncù,shield
tíʼi shÿo,shield
tétóŋ,"shield bug, adult green"
ńtsiʼte,shilly-shally
fʉ̌,shinbone
ńŋwʉŋe,shine
ńŋwáŋte,shine
ńtʉ́a,shine
ndÿɔ̀ʼɔ,shirker
ńnʉ,shit
kàsànetíʼ,shit
éshʉ́ŋ,shiver
levàtsàʼ,shiver
éshúʼte,shiver
sólómákà,shoemaker
súlúmákà,shoemaker
lesɔb,shoemaker’s needle
mengùb,shoes
melɔ̌ɔn,shoes
kèlekàʼ,"shoe, second-hand"
ndùmo kwò,shoe upper
ndùm melɔ̌ɔn,shoe upper
sî,shoot
sém,"shoot, bifurcated raffia"
sém,"shoots, twin raffia"
ntaŋ,shop
ndametʉ̌a,shop
