en,ngiemboon
kùkùnêg,coconut
kǔʼ,cocoyam 
letèkǔʼ,cocoyam leaf
letòkǔʼ,cocoyam leaf
mákàba,"cocoyam, new"
kuʼú lekàŋ,"cocoyam, new"
mâkùmbà,"cocoyam, sp."
mbaŋ,"cocoyam, sp."
kuʼú láʼ,"cocoyam, sp."
káŋfelé,"cocoyam, sp."
mákàba páŋ,"cocoyam, sp. new red"
pàŋa tenùʼ,"cocoyam, sp. new red"
pàŋ nkwoŋ,"cocoyam, sp. new red"
ntsìŋte,coddler
kàafée,coffee 
cʉ̀cÿɔ̀gɔ kaafé,"coffee leaves, caterpillar"
nkùm,coffin
kʉ̌b,coffin
kùb,coffin
gÿɛ́,cohabitation
mpfwɔ̀ʼ,cohabitation
lekèle,coil
nkàte,"coils, one who"
ndólà,coin
feláŋ,coins
ńtsóŋ,"coitus, accomplish"
mbìtà,"cola, bitter"
éfoo lepfo,"cola, conserve in basket"
éffo lepfo,"cola, conserve underground"
tsìŋe,colander
éfoo lepfo,"cola, store in basket"
éffo lepfo,"cola, store underground"
fÿɔ́g,cold
ńnẅeen,cold
fáʼtè,cold
fÿág,cold
ésẅé,"cold, be"
ésẅéte,"cold, become"
