en,ngiemboon
pɔ̀ɔn,sack
tsábte,sack
pɔ̀ɔn syɛ́ʼ,"sack, k."
nkùte,"sack, k."
pɔ̀ɔn mbwɔ̀ʼɔ,"sack, k."
leshù,"sack, k. cloth"
pɔ̀ɔn sẅíŋ,"sack, k. fibre"
pɔ̀ɔn mbÿɛ̀,"sack, k. fibre"
pɔ̀ɔn lyɛb,"sack, k. shoulder"
ngelâŋ,"sack, large"
pɔ̀ɔn ngùb,"sack, leather"
ńkʉ,"sack, load untidily"
leshù,"sack of salt, small"
ńtaʼ,"sack, rob"
nzse,sacred
lefomó,sacred copse
lefomó,sacred forest
ncÿɔ̀b,sacred ground
foffó,sacred site
pwɔʼ,"sacrifice, k."
sẅɛ̀ʼ,"sacrifice, k."
nùŋe pwɔʼ,sacrificer
nnùŋe pwɔʼ,sacrificer
tándá panùŋe pwɔʼ,"sacrificer, head"
móonpuʼ,"sacrificer, prominent"
ésẅɛʼ,"sacrifices, do"
ffo ssé,sacrificial ground
mezèŋe,sad
ńŋúʼte,"sad, be"
ḿbÿágte shÿó,sadden
ḿbÿɔ́gte shÿó,sadden
sadúkaye,Sadducee
