en,ngiemboon
mánènẅèen,"caterpillar, furry"
mambǎ saŋ,"caterpillar, furry"
mánẅìnẅì,"caterpillar, furry"
mámbàŋa tẅɛ́,"caterpillar, furry"
cʉ̀cÿɔ̀gɔ,caterpillar 
saŋngalé,"caterpillar, kola"
tèm mvfó,"caterpillar, large sp."
ńkwɛte,"caterpillar, rush"
cʉ̀cÿɔ̀gɔ ngesáŋ,"caterpillar, sp."
máletsyɛ̀ mbʉ̀ŋ,"caterpillar, sp."
ndye múɔ,"caterpillar, sp."
mánènẅèen,caterpillar that stings
mánẅìnẅì,caterpillar that stings
vɛ̀,"cat, feral"
ssé twó,catfish 
kàtolé,Catholic
mí gyeen guu,"cat, meow"
éséʼe,cause
ńtág,cause
ńtágte,cause
twó légwe,cause of death
ndÿɔ̀ʼɔ,cautious
ngí,"cavity, dental"
ngʉ̀ ntse,Cayman
nnú ngém,Cayman
ńzáʼa,cease
tàŋa,ceiling
káa pàʼa,ceiling
tàankém,ceiling
ésye,"ceiling, bamboo"
nŋwɛ̌,"ceiling, smoke"
ńjÿó línɔ̀ɔn,celebrate
ésẅɛʼ,celebrate
kẅì,celibacy
ndamvwɔʼ,cellar
semâg,cement
ńcÿo,cement
semíd,cement
njúngù,"cement, volcanic rock"
