en,ngiemboon
mbe-,inhabitants of
ńnóŋ,inhale
jÿɔ́ʼ,inheritance
tÿɔ́gɔ,inheritance
ńtÿɔ́g,"inheritance, give"
ŋátè,iniquity
ńtsyeen,initiate
láʼakém,initiation holiday
ménkěm,initiation king
láʼakém,initiation period
láʼakém,initiation place
ntùʼ kěm,initiation rite
nzɔ̀ʼ kěm,"initiator, chief"
ésɔb,inject
ńdÿóonte,injure
ńdÿóon,injure
ŋátè,injustice
ńcÿɔʼte,inlay
nkùe,innkeeper
mpfʉ̀mpfʉ̀,innocent person
kwé té zsé,innocent person
mbǔʼ,innocent person
tèkùʼu nò,insane
nkem ssé,insane
lecʉ̌,"insect, sp."
cʉ̀cÿò,"insect, sp."
mánkÿo melÿɔʼ,"insect, sp."
shʉ̀ʼ ssé,"insect, sp."
kwɔ̀ʼɔ fùɔ mámbàb,"insect, sp."
máfɛ̌ metyé,"insect, sp."
ntʉ̀a mekěm,"insect, sp."
gáʼ ngi,"insect, sp."
tétúʼ ntse mélʉ̀m,"insect, sp."
mápǐd,"insect, sp."
sésáŋ nku,"insect, sp."
mambʉ́ŋ métò kǔʼ,"insect, sp."
máfɔ̌b metyé,"insect, sp."
lengaŋ,"insect, sp."
mambóŋ métò kǔʼ,"insect, sp."
ncʉ̌,"insect, sp."
ntʉa,"insect, sp. edible"
mákɔ̀ɔn,"insect, sp. edible"
tsìtsì,"insect, sp. short"
pùm peláŋ,"insect, wood-eating"
pyɛ́bɛ lyɛʼ,"insecure jobs, people"
lùm nkɔ́ɔn,insensitive
