en,ngiemboon
shǔ fùɔ,chief’s friend
tafùɔ,chief’s godfather
máfùɔ,chief’s godmother
cÿɔ̀ʼɔ sí mefùɔ,"chief’s hat, k."
mɔ̌ɔn fùɔ,chief’s mother
nɔʼ,chief’s palace
mɔ́ɔn fùɔ,"chief, younger sibling"
ńkime,"chigoe, burrow in"
kúkwò,chigoe flea
ńtú,"chigoe flea, remove"
múɔ,child
jwòŋmbì,"child, disfigured"
ndyè,"child, first"
múɔ láʼ,"child, home-grown"
múɔ legǐ,"child, illegitimate"
cʉ̀cʉ̀ŋ,childish behaviour
sɔ̀bɔ,"child of large family, oldest"
púɔ,children
kwɔ̀ʼ melǒŋ,"children, appellation"
nkoon kyɛ́d,"children, harp played by"
penkʉ́,"children, human"
gubé,"children, human"
kwɔ̀ʼɔ ndá,children of same woman
tsába,children’s matches
pyɛ̀b,"child’s game, k."
kàsàʼa,"child’s game, k."
mênkʉ́,"child, small"
