en,ngiemboon
kwɔ̀gkû,"hooting, owl"
gẅílílíd,"hooting, owl"
ńkyɛ́te,hop
ńtiŋ ngie,hope
ḿbyéte,"horizon, disappear over"
lejʉ̀ŋ,horizontal
ńjʉŋ,"horizontally, go along"
ndóŋ,horn
pàŋ kùkwò,hornet
nzěm,"horns, animal"
ntaŋ,"horn, transverse cow-"
méncʉ̌a,"horn whistle, verticle animal"
méshʉa,"horn whistle, verticle animal"
ntantú,horrible
lÿóon,horse
fʉ́ŋeméntoŋ ngesáŋ,horsefly
gugẅî,hosanna
lɔ́gtà,hospital
ńnuŋe ndá ffo,hospitalize
ńtween,"hot, be"
ńdum,"hot, be"
ńcÿɔ́g,"hot, be"
ndá megʉ̀,hotel
gutê,hotel
nkùe,hotel-keeper
njÿó,hour
fʉ̀ʼ nèm,hour
ndá,house
vɔ̀g,house bat
letẅì,"house, centre"
metsẅé ndá,"house, environs"
