en,ngiemboon
cʉa nò,delicate problem
twó tejúʼ,delinquent
ńzáʼ nkÿo,deliver
ńcúe,deliver quickly
memaʼá,delivery
ntsège mezàʼ,"delivery man, useless"
gwága ntse,delta
lecʉmé ntse,delta
ńcÿɔʼte,delude
ńtág nzèm,demand
lɔg ndúɔ,demand
jÿɔ̂g,demi-john
mmó tepòŋ,demon
ssé tepòŋ,demon
lɛ̀,"demonstration, shows"
ndenîe,denarius
ńnyime,denigrate
ńnyibe,denigrate
ńtúu lɔʼ,denigrate
ntsẅì,denomination
ńkem,denounce
ḿvib,denounce
ésẅé,"denounced, then speechless"
gyà ńkyag,denouncer
ńnɔ́ge,"dense, be"
ngɔ̀ɔn,dent
ngí,dental cavity
ntsɔ̀ʼ mesoŋ,dentist
ésẅíge,deny
pyága gyé,deodorant
legʉ̀a,departure
