en,ngiemboon
pwɔ̀b,"sound, fat person sitting down"
tsẅǐd,"sound, finger out of mouth"
pùbpùb,"sound, flame going out"
tẅag,"sound, jigger that explodes"
ḿpfo,"sound, low-pitched"
kélèŋ,sound of a gun firing
gû,sound of air going by
cyág,sound of a machete cutting
kwáʼ,sound of a pebble falling
têm,sound of a stone falling
jwàʼ,sound of bamboo falling
zwàʼ,sound of bamboo falling
kîɛ,sound of cloth ripping
gwâ,sound  of cloth ripping
tɔ̀g tɔ̀g,sound of corn popping
shùb,sound of dibble stick
fwɔ̀ʼ fwɔ̀ʼ,sound of fruit leaving
cÿâʼ,sound of frying
cÿáŋaláŋláŋ,sound of glass objects falling
tsùb,sound of hands clapping
pfùb,sound of hoe digging
fùb,sound of instrument buried
cǔm,sound of object entering water
gwâ,sound of rain beating down
vùb,sound of skirt during walking
kɔ́hɔ̀ʼ,sound of someone coughing
