en,ngiemboon
legwaŋ mbab,"shop, butcher"
ndá messó,"shop, fish"
metagá,shop front
ntàŋ sɔ̌ɔn,shopkeeper
ntàŋ metʉ̌a,shopkeeper
nkʉ́ŋ,shore
tètùʼu,short
levɔ́g,short
tùtùʼu,short
tâshÿɔ́ʼ ndɔɔn,short and skinny
ḿvɔ́g,"short, be"
ńtúʼte,"short, be"
tɔ́gtè,short cut
záʼa nzsè,short cut
ńtúʼte,shorten
menɔgɔ́,short hairs
ményìŋ,short man
tâtúʼ,short man
ngénʉ̀ŋ,short-tailed glossy starling
ntsɔ́g,shot
ntsɔ́gè,shot
mpfɔ́g,shot
lekẅí,shoulder
legʉ́,shoulder
shú lekẅí,shoulder blade
ńgʉ́te,"shoulder, carry"
ńgwʉ́te,"shoulder, carry on"
ńŋéʼe nò,"shoulder, give the cold"
ńdyɛb,"shoulder, hang from"
pɔ̀ɔn lyɛb,"shoulder sack, k."
ńdyɛb,"shoulder strap, carry by"
ńkwʉŋ,shout down
ńtsɔ́ʼɔ gwó,shout down
ńtsóte,shove
ńnyɛ,show
ńjÿɔʼ,show
ńdaʼte,show
ńnyíŋe,show
