en,ngiemboon
nkèkàŋa,stroke
ńjʉŋte,stroll
ḿbaŋte,stroll
ńgiŋte,stroll
ńgwóte,stroll
mbàŋte,stroll
ńjÿóonte,stroll
ntʉ̀,strong
ńtʉ,"strong, be"
tántʉ̀,stronger
melàʼ,struggle
lekwɛ̀,struggle
nkwɛ̀,struggle
kwalákwàlà,strut
mvèmvfò,strut
mbʉ́ŋ,"strut, bed"
mbéŋ,"strut, bed"
kwɔ̀gɔ,stubble
tsẅiŋ,stubborn
twó tejúʼ,stubborn
ngàŋ ntʉ̀ʼ,stubborn
shÿɔ̀g,stubbornness
tʉ̀ʉ twó,stubbornness
kẅîŋ,"stuck into a body, something pointed"
nzìʼi mmó,student
zìʼi,study
ndá leziʼi,study room
éfa,stuff
ésẅe,stuff with straw
éfeŋe,stumble
kwòŋ,stump
kèm,stump
shʉ̌ʼ,"stump, bamboo"
kwɔ̀ʼɔ ngwoon,"stump, banana plant"
ḿbue,stun
ḿbége,stun
ńtuʼ,stunt
ńdoŋo,"stunted, become"
ńkẅáŋte,"stunted, become"
ńgẅáŋte,"stunted, become"
éfege,stupid
legʉ̀e,stupid
