en,ngiemboon
lepʉ́múɔ tsẅɛ,spurge
lepʉ́múɔ,spurge 
lepʉ́múɔ kwɔb,"spurge, sp."
mbʉpʉ́ tsẅɛ́,"spurge, sp."
ńtsyág,spurt
ńtsyágte,spurt
manáŋ,spy
ńnáʼ,spy
náŋ,spy
ńŋwɔ́ʼ,spy
ńnaŋ,spy
nzòŋ,spy
ńtsaʼ jʉʼ,spy upon
ńcúe,squander
ńgyɔ́ɔn soon,squander
sekwɛ̂,square
tetʉ́a kwóŋɔɔn,"square, public"
gígyé sésɔg,"squash calabash, cultivated"
lepwɔʼ,squash 
lepwɔʼ kúnɔ̀ɔn,"squash, sp."
ńtsɔ́gte,squat
ńtsɔ́gte,squat
ńgʉme,squeak
éshwóŋte,squeal on
ńnɔʼte,squeeze
ńgége nnɛ,squeeze
ésẅɛ́,squeeze
ńnɔ́g,squeeze
ńnẅɛ,squeeze
ńnɔ́gte,squeeze
ńgége,squeeze
ésẅíbe,squeeze
ńnɔʼ,squeeze
ńtsɛ,"squeezing, load by"
ngẅi lepàb,"squirrel, Beecroft’s flying"
kàŋa tÿǒ,"squirrel, Gambian sun"
kàŋ,squirrel 
shÿó,"squirrel, sp."
lʉ̀ŋ,"squirrel, sp."
lèŋ,"squirrel, sp."
kàŋa ssé,"squirrel, striped ground"
ńtsyág,squirt
ńtsyágte,squirt
ésɔbte,stab
ésɔb,stab
tsêm,stable
