en,ngiemboon
nzàʼ ncù,counter-attack
kéen,counter-expectation
kěen,counter-expectation
nkéen,counter-expectation
ndéen,counter-expectation
léen,counter-expectation
nkěen,counter-expectation
kě,counter-expectation
ésa shÿó,counterfeit
sashÿó,counterfeit
sashÿó,counterfeiter
ḿbaʼte,"counting, make piles"
kànàlínè,counting rhyme 
ngwòŋ,country
tá ngwòŋ,"country, head"
sẅɛ̂láʼ,county seat
ntɔ́gè,couple
metʉ̀,courage
shÿɔ̀g,courage
nzèŋe nnɛ́,courageous
ngàŋa shÿɔ̀g,courageous
éshÿɔg,"courageous, be"
tɔ́gtè,course
ńdúʼte,"course, be"
ndá ŋàg,court
tetʉ́a,court
mbʉ̀a ŋàg,"court, appeal"
kwɔ̀gɔ nnɛ́,courtesy
shʉ̀ŋ ntsɔ̀ʼ ndá ŋàg,"court, international"
ngwò,"court, k."
mbʉ̀a ŋàg,"court, law"
nzèmɔɔn,"court, royal"
nzèmɔɔn,"court, second level law"
shʉ̀ŋ ntsɔ̀ʼ ndá ŋàg,"court, supreme"
mesaŋá,couscous
