en,ngiemboon
kùntâg,asphalt
ńtʉ́me nò,aspire to
ńŋʉ́ʼʉ nò,aspire to
kème nnú,"asp, variable burrowing"
toŋó ncÿó,ass
fÿɛ́,assassin
sɔ̀bɔ,assassin
nzìkáasè,"ass, donkey"
lekwoŋ,assegai
ḿbúte,assemble
ntÿɔ̀gte láʼ,assembler
cùb,assembly
ńkʉŋ nzèm,assist
ncùb,assistance
sẅɛ́ɛ,"assistance, mutual"
nkẅète,assistant
nkẅe pwó,assistant
nkẅɛ́tè,assistant
ndènkẅɛ́tè,"assistant, first"
ndèsàʼa,"assistant, second"
ńtemte,associate
lǔŋ,association
gʉ̀ŋe,asthma
tsɛ́ɛ zẅìge,asthma
ńkʉʼte,astonish
mɔɔn mɔɔn,astonish
ńkʉʼʉ,astonish
yê,"astonishment, cry"
ngě,asylum
pepɔ́ɔn,asylum
né,at
mbwó,at
lé,at
jʉʼ,atmosphere
tweente,"atmosphere, good"
