en,ngiemboon
kùb,peeling
ḿbag,"peelings, remove plantain"
matsìtsìi,"pees, one"
ntsìi,"pees, one who"
nkwoŋ ŋwèʼe,pen
mbîg,"pen, ball-point"
nkwoŋ ŋwèʼe,pencil
ńkúte,penetrate
ńcʉ́m,penetrate
lekà,penis
panáb,penknife
pêen,pension
pê,pension
mbí,pentatomid bug larva
láʼ,people
pʉ̀a,people
sɔ̀b,pepper
séssé sɔ̀b,"pepper, black"
ésẅíge,"pepper, burn"
shʉ́shÿóndÿɔgɔ́,"pepper, chili"
pùavolóŋ,"pepper, chili"
shʉ́shÿóndÿɔgɔ́,"pepper, red"
pùavolóŋ,"pepper, red"
sésɔg meshʉ́ŋ,"pepper, sp. small"
ńŋwáŋte,"pepper, sting"
ńtʉ́a,"pepper, sting"
ńtʉ́ate,"pepper, sting"
féfɔ́gɔ̀ sɔ̀b,"pepper, white"
ńzébe,perch on
mbòŋo,perfect
lepùme,perfection
kě,perfective
