en,ngiemboon
teŋàg,humble
ńnẅeen,humid
ńnẅeen,humidity
tsẅɛ̂d,"humid, very"
sẅisẅê,humid 
métòŋ,"""hummingbird"""
leluʼú,hump
tùbo nkàʼ,humpback
tǔʼ,humpback
ńdule,"hump, obvious"
ńgʉ́ʼte,"humps, have"
lèm ndyé,"hum, stomach"
nkÿo,hundred
nkÿo lé menzèm,hundred
nkÿo lé menzèm,"hundred, bit over"
nzyè,hunger
ńkyéen,"hungry, eat without being"
ńnyág,"hungry, eat without being"
ńnyágte,"hungry, eat without being"
ńzíge,"hungry, not"
màʼ nkàtém,hunter
ntèm menɔ̀ɔn,hunter
njwòŋo,hunter
pwóon,hunting
ésẅɛte,hurry
ńgyáŋ,hurt
ńtẅidte,hurt oneself in places
ńtẅile,hurt oneself in places
ńtẅid,hurt oneself in places
ńzáʼa kwɛ̀te,"hurt someone, decide to"
ndǔm,husband
tàndǔm,"husband, father"
ntse,husband’s family
