en,ngiemboon
metoŋó,recessed
ŋwèʼe nkʉ̀,recipient
nzèm ntsèm,reciprocal
píte,recitation
ńkʉ́a,reclaim
ńdiŋe,"recognition, sign"
ńdiŋ,recognize
ḿmag,reconcile
ńcwoŋte,reconstitute
ńjÿɔ́ʼ,record
ḿbíte,recount
ḿbwoon,re-cover
ńgáŋ,recover
sìŋte,recovery
zèŋe,recovery
lesìŋte,recovery
éfÿéente nÿɔ́g,recreate
ndɔ̀gɔ ngàŋa fàʼ,recruiter
mápwɔ́ʼ,rectum
pàŋ,red
pepàŋ,red
mepaŋ,red
pepàŋ mekú,"red bean, sp."
mekú maki,"red bean, sp."
mekú pepàŋ,"red bean, sp."
matítí,"red bean, sp. small"
jʉŋé ntʉ̀,red-cheeked cordon-bleu
zàkwɔ̀ʼ metoŋ,red-collared widowbird
sessò sẅǐŋ,red-collared widowbird
ḿbaŋ,redden
ḿpfóŋte,reduce
ńgwate,reduce
ḿpfɔ́gte,reduce
ńkwɔ́gte,reduce
tsâŋ,"red, very"
gʉ́m,"red, very"
