en,ngiemboon
mbyě,fragment
twó ndá,frame
gùmopàʼa,frame
ńtÿɔ́ʼte,frame
legÿɔʼ ndá,frame
nkáŋ,"frame, ceremonial"
ntÿɔ̀ʼte,framer
tàankém,"framing, piece"
mambye,"framing, piece"
megùmo,"framing truss, piece"
tàʼ feláŋ,"franc, one"
tsɔ̀ʼɔ kwɔb,"franolin, Latham’s forest"
tsɔ́ʼ mbím,"franolin, Latham’s forest"
zà,fraud
tsyéente,fraud
ńtsẅaŋ,fray
ńtswaŋ,fray
sẅɛ̀ɛ,free
sẅɛ̀ɛ,free
ndù nnɛ́,free
sẅɛ̀ɛ sẅɛ̀ɛ,free
ńgwɔ́ ndù nnɛ́,"free, be"
ndù nnɛ́,freedom
éfele,"free of ignorance, be"
éfaga,free oneself
ndɔ̀ʼɔ fùʼ,"free, something"
kúmò nzsè,freeway
kúmò lǎŋ,freeway
ńkẅíʼ,freeze
nẅèen nkẅíʼ,freezer
felaŋsée,French
felaŋsíi,French
-te,frequently
ńtʉʉ lelÿò,"frequently, most"
sẅisẅê,fresh
faládê,Friday
mvfò màga lyɛ̌ʼ,Friday
shǔ,friend
kwò zɔ́gɔ,friend
sǒ,friend
