en,ngiemboon
nzẅiŋ ngùʼ,birth certificate
sẅɛ́ɛ,birthday party
lezyé ntʉ̀,"birth, difficult"
ńzyé,"birth, give"
ńdúme,"birth, pain while giving"
ngẅǐŋ,biscuit
ńnáʼa,"bit, a"
ńnyáŋ,bite
ésɔb,bite
ńdúm,bite
ńtsɔ́g,bite
megaʼá,bit of
méjʉʼ,bit of
ndẅe,bitter
ńdẅe,"bitter, be"
ńdẅete,"bitter, be slightly"
lekáŋ,bitterleaf
cʉ̂ʼ,"bitter, very"
yeséssé,black
seséssé,black
peséssé,black
ssé,black
ssé nyìŋ,black
meséssé,black
weséssé,black
séssé,black
séssé mekú,"black bean, sp."
mekú sséssé,"black bean, sp."
mátswǎŋ,"black bean, sp. large"
tyéntsem,"black bean, sp. small"
jʉŋé pʉ̀pÿɛ̂,black-crowned waxbill
ésíŋ,blacken
tétɔ́ʼ ndyé,"blacken something, box"
mekú koké,black-eyed pea seed
mekú múɔ láʼ,black-eyed pea seed
mekú gwág,black-eyed pea seed
lyɛ̀nÿɔ́g,blackjack
lelyɛ̌,blackjack
ssé nyìŋ,black man
tâlɔ̀ɔn,blacksmith
