en,ngiemboon
ké,"same , all the"
tàʼa mmó,same thing
menyɛ̌,samples
ńnɔ́gte,sanctify
ńnɔ́g,sanctify
ngě,sanctuary
sàŋasáŋa,sand
sólópáasè,sandal
cúa páb,sandal
tàba láʼ,sandpaper tree
tsẅɛ́,sandpaper tree
máapàʼa,sand quarry breakdown
pùb,"sand, sound of a casserole lid"
lìi,"sap, aiele"
njʉ́ʼʉ kwɔb,"sarsaparilla, West African"
ssé tepòŋ,Satan
màga lyɛ̌ʼ,Saturday
sáasèndê,Saturday
nnáʼ,sauce
lʉ̀mte,"sauce, condiment"
mpfɛ̀te mennáʼ,sauce dispenser
ńkumte,"sauce, eat"
ńkele,"sauce, eat a lot"
fɔ̀gɔ,"sauce, food without"
ndʉ̀ndẅé,"sauce, k. condiment for"
ndèndẅé,"sauce, k. condiment for"
mpfʉ̀,"sauce, k. sticky"
mpfʉ̀,"sauce, k. sticky"
ńnuʼ,"sauce, make yellow"
ndolé,sauce of ironweed leaves
gwág,saucepan
sàasè pɔ̂d,saucepan
