en,ngiemboon
mbì,tuberculosis
ngòon,"tuber, pointed"
ńtúŋ,"tubers, harvest"
ńtúŋte,"tubers, harvest"
fwɔ̀ʼ fwɔ̀ʼ,"tubers leaving, sound"
ésyɛ́ʼ,"tuber, taro"
cǔ,tube whistle
túundê,Tuesday
mbɔ́ɔntè mvfò lyɛ̌ʼ,Tuesday
ntsɔ̀ʼ,tuft
tswaʼá,tuft
éshwoŋte,tug at
gwèle ntʉ̀,tulip tree
mafúfuʼú,"tulip tree, African"
mafúʼ,"tulip tree, African"
ńkwɔɔnte,tumble
kàpàg,"tumbler, calabash"
éshʉge,tumefy
vàʼ,tumult
vóŋo,tumult
tág,tumult
ŋwóon ŋwóon,tumult
ńdʉʼe,"tune, be out of"
ńdʉʼe,"tune, make go out of"
ngǔʼ,"turaco, green"
lekɔʼɔ́ zɛ́,turd
kúmbù,"tureen, soup"
shʉ́shÿónè,turkey berry
vàʼ,turmoil
kélɔɔn,turmoil
vóŋo,turmoil
tág,turmoil
ŋwóon ŋwóon,turmoil
ńtáŋ,turn
ésele,turn
leŋwɔʼɔ́,turn
ńtẅí,turn
éfaga,turn
ḿbʉe,turn
ésate,turn
ésa,turn
ńŋwɔ́ʼɔ,turn
éfaga,turn off
ńnyɛ,turn on
