en,ngiemboon
mmʉ̀ʼ,dew
ḿvɔɔn,"dew, get wet from"
ḿvɔɔn,"dew, pat"
ḿvɔɔnte,"dew, topple over"
ntsàase,diagnostician
mekʉ̀ʼʉ mekʉ̀ʼʉ,diagonally
shwóŋè láʼ,dialect
shwóŋò mepʉa,dialogue
píge,dialogue
ntʉ̀ntʉ̀a soŋ,diameter
ŋwʉ̀ŋwʉŋ,diamond
tʉ̌ nʉ̀,diamond
mpfʉ̀,diamond burbank
lepfòm nkwo,diarrhoea
ńkwo,"diarrhoea, have"
sẅìŋe lepfòm,"diarrhoea, persistent"
nkùɔ,"dibble, bamboo"
nkùa,"dibble, bamboo"
nně panzwě,"dibble, metal"
shùb,"dibble stick, sound"
tegɔ̀ɔn melʉʼ,dictator
tyɛ̀ʼtendù,dictionary
lekid,dictum
ńcʉ́m,die
ńkwé,die
njÿǒ shúm,diet
ńkwéte,die together
tyɛ̀ʼte,difference
kúbe,difference
fègte,difference
kúbte,difference
éfegte,differentiate
