en,ngiemboon
ńnyíŋte,"tightrope, walk"
cʉ́ʼ múɔ lyé,tilapia
ngʉngʉ́ŋ,tile
ńtéŋe,tilt
ńtʉ́ŋe,tilt
ńgʉ́ŋe,tilt
ńtube,"tilted, be"
ńtubte,"tilted, be"
jʉʼ,time
legʉ̀a,time
ntsyág,time
ngʉ̀a,time
zàʼ,time
fʉ̀ʼ,time
lekwò,time
tsɔ́ fʉʼ,"time, another"
fʉ̀ʼʉ yɛ̌,"time, another"
ngwɔ̀ʼ mbÿɛ́,"time, harvest"
pyè njÿó,"time, lost"
mencʉ̀a,"time, small space"
meshʉ̀a,"time, small space"
ngʉ̀a ngʉa,"times, many"
gʉ́m,times of fog
táa,times of fog
gém,times of fog
ngʉ̀a ngʉa,"times, several"
nkwèente,"time, third"
ńgwá,"time to time, from"
ńjʉte,"time to time, steal"
ńjÿóte,"time, waste"
ngàŋ shʉ́,timid
tsẅì,timidity
nkùm,tin
kúm,tin-bath
gígyé,tiny
letÿǒ,tip
ndɔ̀ʼɔ fùʼ,tip
ńkíg,"tipsy, be"
ńtsáŋ,"tired, be really"
