en,ngiemboon
ntʉ̀ tʉ̀,difficult
vóŋo,difficult affair
lezyé ntʉ̀,difficult birth
tèŋe zẅɛʼ,difficulty standing
letsì ntʉ̀,difficulty urinating
ńtúŋ,dig
ńtaʼ,dig
ńkoon,dig
ńdúʼ,dig
ńtaʼte,dig
ńtúŋte,dig
ńkʉb,dig forcefully
ntùŋo,digger
múɔ tepwó,digit
tepwó,digit
fwɔ̀ʼɔ,"digs something up, one who"
ḿmuʼ,dig the ground
ńtsaʼ,dig up
ḿmwoon,dig up
éfwɔʼ,dig up
ḿmuʼ,dig up
éfwɔʼte,dig up from time to time
mándèndèle,dilemma
mánèndèle,dilemma
nkwɔ́ʼ,diligence
ńgáŋa pwó,"diligent, be"
ésẅaga,dilute too much
ntyě lepfòm,dimension
ńkaba,diminish
ḿpfóŋte,diminish
ńtsẅɛ́te,diminish
ńkaba,diminish 
mé-,diminutive prefix
kẅé ntaŋ,diploma
mbèlevê,diploma
shÿó,direction
ndʉŋ ndʉŋ,directly
shʉashʉa,directly
shÿéshÿe,directly
támbìʼi,director
