en,ngiemboon
kège,scaly
lǎg,scar
lagá fʉŋ,scar
ḿvege,scare
kwɛ̀ɛ twó,scarf
pàŋ ntsàŋ,scarlet
kímoonmbî,"scarred cheeks, soldier with"
ésaŋ,scatter
ńtága,scatter
ésate,scatter
kâb ndá,scatterbrain
ńtẅéte,scattered tasks
ésaŋa,scatter here and there
ńgyéte,"scene, inform behind the"
làméndɔ̀ɔn,scent
ngàŋa tsìʼte,sceptic
ndʉ̀ʼ,sceptic
ngàŋ ndʉ̀ʼ,sceptic
sekúd,school
sekú,school
múɔ nzìʼi,schoolboy
tsítsà,"school teacher, primary"
tsétsáasè,"scissors, pair"
gwà,"scissors, pair"
sésá,"scissors, very large"
ńcÿɔ́bte,scold
ńdaʼte,scold
ńtsɔ́ge,scold
ncÿɔ̀g,scolder
ḿbébe,scold verbally
ńnyime,scorn
ńnyibe,scorn
ńgwágte,scorn
kẅé mpfwɔ̀ʼ,scorpion
ngɔ̀ɔn ssé,"scorpion, Emperor"
mángɔɔn,"scorpion, Emperor"
ntyɛ̀ʼte,"scout, boy"
