en,ngiemboon
ntÿɔ̀gte láʼ,fitter
yétʉ̂a,five
méntʉ̂a,five
pétʉ̂a,five
métʉ̂a,five
ntʉ̂a,five
sétʉ̂a,five
nzsòliŋé,flag
lʉ́me mmɔ̌g,flame
gwǒŋ,flank
nkàʼ,flare
lâm,flare
ńgwoon mmɔ̌g,flare up
nně mbʉ̀ŋ,flash
pepàba,flat
pàg,flat
ḿbɔbte,"flat, be"
ḿbabte,"flat, be"
ńjʉŋte,"flat path, move"
ńjʉŋ,"flat path, progress along"
ndúm ngʉngʉ́ŋ,"flatsedge, haspan"
ḿbiɛ,flatten
ńdÿɔgte,flatter
ńcÿɔʼte,flatter
ngàŋa lʉ̀te,flatterer
lʉ̀te,flattery
gyě,flavour
làméndɔ̀ɔn,flavour
lɔ̌ʼ,flaw
fúɔ nkèsàŋ,flea
zyé melẅè,fleabane
éfím,flee
nkÿò,"flees from, one who"
ndwò,flesh for certain fruit
ḿvɔbte,flicker
