en,ngiemboon
máfàʼ,matron
menàʼ,mats
nò,matter
ntsìntsyè,matter
ńkẅi,"matter, disturb"
ńkẅite,"matter, disturb"
tendyèen,"matter, senseless"
matenɛ́sè,mattress
ńtʉ,"mature, be"
ḿvfóte,"mature, become"
mòon mbì,"mat, weaving"
saŋ tsɛ̀ɛ cÿó,May
kà,maybe
nzẅɛ̀ʼ tsɔ́,maybe
ndyɛ̀ʼ tsɔ́,maybe
fùɔ tÿǒsoŋ,mayor
Mbùʼndɔɔn,Mbouda
mèŋ,me
yɔ́ɔn,me
mèŋ,me
wɔ́ɔn,me
ńkube,"meagre, be"
jÿó,meal
shÿó nò,meaning
ḿbid,"meaning, change"
nzèm mbàʼ,"meaning, inappropriate"
sɔ̌b siŋ,means needed for a job
mánkÿɛ̌,measles
làa,measurable
éfʉʼ,measure
fʉ̀ʼ,measure
ńdeŋte,measure
ńdʉŋte,measure
éfʉʼte,measure
ndʉʼʉ,measurement
fʉ̀ʼ,measurement
ntɔ́ɔn pwó,"measure of length, unit"
