en,ngiemboon
ńkyeente,remove the creeper
ésyag,remove the husk
ńtẅile,remove the pulp
ńkyeen,remove the skin
ńzib,remove the skin
éshumo,renew
jÿɔ́ʼ,rental
jÿɔ́ʼ,"rent, to"
ńcwoŋte,repair
ncwòŋte,repairman
ḿbiŋe láʼ,repatriate
éfʉ́le,repatriate
ńtoŋ,repay
ḿbaʼ,repay
ḿbaʼte,repay several times
ḿbiŋte,repeat
ḿbíte,repeat
ḿbaʼ,repel
ńkʉ́e,repel
-te,repetitively
ńkúbe twó,replace
nkùbe twó,replacement
ńtsɔ́ʼte,reply
ḿbeŋe,reply
ńtsɔ́ʼ,reply
ésẅile,reproach
lʉ̀ʼʉ mefʉ̀a,repudiation
ḿbá,re-record
mbàa,"re-records, one"
lefàʼ,research
faʼá nò,research
fàʼa nò,researcher
ntàʼa,researcher
sìɛ,researcher
sìɛ nÿɔ́g,researcher
lefaʼá nò,research place
