en,ngiemboon
ńkiʼte,"cracks, have"
ńkiʼi,"cracks, have"
lepiʼí,cradle
ndÿòon menkǐb,crafty
nkènyìŋe,cramp
tetà,cramp
ntsànyìŋe,cramp
mánʉnʉʉ ,"craps in the house, one"
kèkàg,crate
ńkwóŋ,crawl
ḿbagte,craze
ḿbaga,"crazed, become"
ńkaʼte,craze over
ḿbʉ́a,"crazy, be"
ńkyáŋte,creak
ńgʉme,creak
éswáʼte,crease
ḿbÿágte,crease
ḿbÿɔ́gte,crease
éshʉ́ʼte,crease in one’s hand
éséʼe,create
mbùʼ ngwòŋ,creator
mùʼu,creator
nùŋe ngwòŋ,creator
Mbwóon,Creator God
fù,credit
nkʉ̀a,creditor
fùu,creditor
ńkyeente,"creeper, remove"
lepwɔʼ nkʉ́a,"creeper, sp."
ndʉ̀ lepyè,"creeper, very tender"
sɔ́ɔn,"creeper, very tender sp."
kekÿɛ̀,crest
lepiʼí,crib
