en,ngiemboon
pyè mbyɛ́b,army vanguard
làméndɔ̀ɔn,aroma
tsoon,around
ḿbwó,"around, go"
ḿbwóte,"around, go"
ńkute,arouse
ńcwoŋte,arrange
ńtúŋte,arrange
ńtáŋte,arrange
ncwòŋte,arranger
mbwòte,arranger
ngàŋa táŋte,arranger
lekwɔ́ʼ,arrival
ńcʉ́me,arrive
ńkú,arrive
mantsɔ̀b,arrogance
levfò,art
lejÿɔgɔ́,articulation
ngàŋ levfò,artisan
ngàŋ levfò,artist
páʼ,as
páʼ,as
ńjwóŋ,ascend
ńgʉa na,as for
pfó,ash
ńzibte,"ashamed, be"
ńkíʼ,"ashes, burn to"
ntsem,aside
ńzɛ́te,ask
ńdúɔ,ask
ńgú,ask to work
ńdyéte,"asleep, fall"
ńne,"aspect, progressive"
ne,"aspect, progressive"
ssé,"aspect, progressive"
