en,ngiemboon
fɔ̌ɔn,"splitting wedge, log"
éfege,split up
ńtsẅete,split up
ńtsẅe,split up
ńcuʼ,split wood
ḿbÿɔ́g,spoil
ḿbúb,spoil
ńcʉŋte,spoil
ḿbÿág,spoil
ḿbúbte,spoil each other
kíbà,spoils
mpfɛ̀te mennáʼ,spoilsport
tùb lekʉŋ,spoilsport
ngàŋa tág,spoilsport
pyága gyé,spoilsport
mbàʼ,spoilsport
máfɔ̌b metyé,"spoils things, person"
máfɛ̌ metyé,"spoils things, person"
pʉpÿɛ́ɛ,sponge
kùsáa,"sponge, metallic"
lelúʼ,spoon
ńŋwaʼ,spot
ńdẅéte,spot
lǎg,spot
pǎb,spot
ńŋwaʼte,spot
ńtsɔbte,spot
mentsaʼá,spotted
pǎbpab,spotted
làkùb,spotted hyena
toŋó,spout
ńdémte,spray
éfɔ́ɔn,spray
ńtubte,"spray-painted, be"
ńtube,"spray-painted, be"
ńkem,spread
ńdɔɔn,spread
ńdɔɔnte,spread
ńkemte,spread a powder here and there
pwɔ̀bte,spread out
sáʼa ntse,spring
mbì,spring
legÿɔ́bɔ ntse,spring reservoir
ḿbíɛ,sprinkle
éfɔ́ɔn,sprinkle
ńtsẅete,sprout
ńtsẅe,sprout
ngẅǐŋ,spud
