en,ngiemboon
nò láʼ,commune
mmó láʼ,commune
ńgɔɔn,communicate
lejǔʼ shwóŋ,communication
jùʼu shwóŋ,communicator
ḿbúte,"communion, receive"
nàganága,compactor
mbìmte,companion
ngàŋa kwò,companion
kwò zɔ́gɔ,companion
kwò zɔ́gɔ,companionship
ngàŋa kwò,company
kwò zɔ́gɔ,company
làa,comparable
làa,comparison
kwɔ̌ɔn,comparison
ntyèen,"compartment, secret"
fùɔ ntsɔ́ɔn,compassionate
ńtÿó,compensate
ńtɔ́ɔnte,compete
ntɔ̀ɔnte,competitor
ḿbʉ́ʼ,complain
ḿbʉ́ʼte,complain
ntsaŋ,complaint
kẅìʼi,complement
vóŋo,complex
fúʼtè,complex
ntantú,complicated
cùb,component
ńcub,compose
ḿbwóte,compose
ńcubte,compose
ngàŋa ncùb,composer
mbwòte,composer
ngàŋa cùb,composer
píte,composition
