en,ngiemboon
nzàʼ ntsaŋ,presiding judge
ésẅɛte,"pressed, be"
ńnɔʼte,press in places
sẅɛ́,pressure
éfÿéen,pretend not to see
ḿbÿágte shÿó,pretend to be sad
ḿbÿɔ́gte shÿó,pretend to be sad
ḿvom,pretend to threaten
ndilétáŋ,pretext
ḿbáʼte,"pretext, look for"
ḿbáʼ,"pretext, look for"
mbòŋ,pretty
ḿboŋ,"pretty, be"
ńnege,"pretty, not be"
ńkíle,prevent
ńtáte,prevent
ńtÿɔ́ʼ,prevent from flowing
nzẅìŋ,price
moŋo nzẅìŋ,priceless thing
tùŋ,prickling
tsɔ́g tùŋ,prickling
shʉ́shÿónè,prickly solanum
ésɔbte,prick out
nkwɔ́ʼ,pride
tìʼi,pride
maŋáʼ,pride
fómtè,pride
maŋáʼ,prideful
fálà,priest
tándá panùŋe pwɔʼ,"priest, head"
púɔláʼ,"priests, purifying"
ndèŋwámbʉ̀a twó mbúm,Prime Minister
ŋwáláʼ twó mbúm,Prime Minister
