en,ngiemboon
ńtsɔ́b,"dish, taste"
ndÿèen,dishwasher
ńcÿoon,disinfect
ńkwa lejÿɔ́g,disinterested
pàga káŋ,disk
mandʉ̂avûm,"disk, spinning"
mandelevûm,"disk, spinning"
ńkwɔg,"dislocation, have"
ńtÿɔʼɔ,dislodge
ésiɛ,dismember
ésiɛte,dismember
ńtuŋ metuŋ,disobey
sàŋte,disorder
tùbte,disorder
ŋwà ntság,disorderly
ŋwà ntsyág,disorderly
ńtubte,"disorder, moral"
ńdʉʼʉ mefʉa,disown
ésẅɛte,dispatch
mpfɛ̀te mennáʼ,"dispenser, sauce"
ésa,disperse
ésyeente,disperse
fàgte,dispersion
lezyɛ́ʼ ndá,display
ńta,display
ńtate,display
ńnyíŋe,display
sǎsaa,displayed
mesǎ mésaa,displayed
ɛ̂ɛ,displeasing event
ɛ̌ ɛ̌,displeasing event
ntsaŋ,dispute
ńŋag,dispute
mesẅɛ̀ʼ,disputes
ńdwó,dissolve
ésí,dissolve
ntyě,distance
ngʉ̀a,distance
