en,ngiemboon
ndʉ̀ nnú,"boa, sp."
mbùmɔ̀ɔn,"boa, sp."
éshÿó,boast
ńnáte,boast
ńguʼu,boast
éshÿóte,boast
ńŋáʼte,boast
ési nnɛ́,boast
ńdẅɛ́,boast
ńgÿɛ́,boast
éfáŋte,boast about
ngàŋa ŋáʼtè,boaster
nnyɛ nnɛ́,boaster
ŋáʼtè,boastfulness
lesì nnɛ́,boastfulness
lánzì,boat
mánáŋ,bobber
mbùm,body
nnɛ́,body
mbùm nnɛ́,body
ńgiŋte,"body, be upset"
tsǎʼ nnɛ́,body’s constitution
kẅîŋ,"body, something pointed stuck into"
ńniɛb,boil
ńniɛbte,boil
éfúʼ,boil
ńzẅag,boil
ńtʉʼʉ,"boisterous, be"
mbaŋfɔ̌ɔn,bolt
pyàg,bomb
ńtẅag,bomb
mekẅǐ,bone
kẅǐ,bone
ncwòmamúɔ ntʉ̀,"bonebract, African"
kíkyé,"bone, spongy"
ńkwʉŋ,boo
ńtsɔ́ʼɔ gwó,boo
mà,booboo
njúmbà,booboo
ŋwàʼne,book
ŋwèʼe,book
lepuʼú ŋweʼe,book
mbuʼú ŋwèʼe,book
nzɔ̀ʼɔ,bootblack
kíbà,booty
núnú melùʼ,boozer
legÿɔʼ ndá,border
