en,ngiemboon
ńdúɔ ndúɔ,beg
ńzáʼjʉʼ,beg
ńjÿɔg mvfò,beg
ésẅíŋte,beg
ngàŋ ndúɔ,beggar
ndúɔ,begging
ḿbuʼ ssé,begin
ésíʼi,begin
ńzyete,begin
pùʼ sse,beginning
ńcÿɔg,be hardened
mbàŋa nò,behaviour
tsẅé,behaviour
cʉ̀cʉ̀ŋ,"behaviour, childish"
nzèm,behind
nzèm,behind
nzèm,behind
cʉ́ʼ,"behind, from"
ńcʉ́ʼ,"behind, from"
nyìŋ,being
ngɔ̀ʼmbì,belch
ńjÿɔʼ,belch
lezab ntʉ́m,belief
ńzáb ntʉ́m,believe
ŋwʉ́ŋe,bell
kéjyága,"bell anklet, pellet"
lekwoŋ ntswáʼa mefùɔ,"bell, dancing"
kẅíʼ fùɔ,"bell, double iron clapperless"
nzème mmó,"bell, double metal"
lekwoŋ ntswáʼa,bell for dancing
lesɔg,bellows
kéŋ,"bell ringing, sound"
njʉ́ŋ,"bell, small"
lekwoŋ lúŋ,"bell, spear with little"
lepfòm,belly
