en,ngiemboon
póŋ,"money, k."
feláŋ,"money, pieces of"
ńdab,"money, search for"
pàʼ nkwʉŋ,mongoose
pàŋ nkwʉŋ,mongoose
shʉ̀shʉ̀,"mongoose, slender"
pàʼ,"mongoose, slender"
fɔ́gɔ̀ shʉ̀shʉ̀,"mongoose, sp."
másínzà,monitor
nnú mekwò,"monitor lizard, ornate"
nkandi nkʉ̌a,"""monkey banana"""
nzwě nkʉ̌a,"monkey, female"
nkʉ̌a,"monkey , green"
njʉ́ʼ,monkey’s bread
ńkíle,monopolize
ńkÿɛ́,monopolize
mmó tepòŋ,monster
njÿò láʼ,month of June
ngwɔ̀ʼ mbÿɛ́,month of September
ḿvfé,"mood, be in the"
ḿvféte,"mood, be in the"
saŋ,moon
máŋwʉ́,moon
ńtubte,moral disorder
ndá mepfó,morgue
kwè,moribund
melÿe njÿó,morning
melʉa njÿó,morning
mbaʼámbaʼ,morning
nkwɔ̀ʼ njÿó,morning
melém njÿó,morning
mânkɔ́ʼ mêngwé,"morning-glory, swamp"
à cʉ́ʼ mbaʼámbaʼ,"morning, see you tomorrow"
ndùm ndùm,mortar
lepfwɔʼ,mortar
kùkwóon,mortar
