en,ngiemboon
ḿbue,"nonsense, talk"
éfʉate,"nonsense, talk"
ńkwaʼ,"nonsense, talk"
éfʉa,"nonsense, talk"
táŋazsǒ,noon
tẅɛ̂b,noon
tsɛ̀ɛzsǒ,noon
tʉ̀zsǒ,noon
sɔɔn,no one
ńtsẅe,normally
lezẅé,nose
mezẅé,nose
ńdúʼte,nose around
twò mvɛ̌,"nose, bloody"
éfÿág mezẅé,"nose, blow"
ndòŋ mezẅé,"nose, end"
nkwoŋ mezẅé,"nose, outer part"
éfÿág mezẅé,"nose, wipe"
mbʉ́ŋ mezẅé,nostril
mbeŋ lezẅé,nostril
mbÿé mezẅe,nostrils
mezẅé,nostrils
těen,not
te ... mɔ́,not
kaa,not
te ... wɔ́,not
ndyɛ̀ʼ,not
ntě,not
ntěen,not
wɔ́,not
mɔ́,not
nté,not
tà,not
kaa ... wɔ́,not
tě,not
te,not
sɔ̀bɔntsì,"notability title, royal"
ndè nkěm,"notables, mediator"
nde,"not, can"
le,"not, can"
mbɔ̀ɔn,"notches, raffia"
liŋé,note
mâg,note
nkendɔ́ʼ,note
lyéen,note
ńdiŋe,note down
mɔ́ɔn,not even
mɔ̌ɔn,not even
ḿmɔ́ɔn,not even
sẅɛ̀ɛ,nothing
lagá,nothing
kěkě,"nothing, absolutely"
ḿbáʼte,"nothing, fold one’s hands"
ńdiŋ,notice
ńdiŋe,notice
