en,ngiemboon
ńkɔ́ʼ mmɔ̌g,set off
ńnéŋe,set oneself up
ńnéŋte,set oneself up
ńdyé,settle
ńjwéen,settle
ńtsye,settle
ńnʉʼ,settle
ńdyéte,settle
ńnuŋe cÿó,set up
ḿbʉʼʉ,set up again
sɔɔn mbʉ́a,seven
ntsɔ̀b sɔɔn mbʉ́a lé legém,seventeen
móm sɔɔn mbʉ́a,seventy
ńdɔ́ɔnte,"several, cook"
menti mentí,several qualities
ngʉ̀a ngʉa,several times
ńtém,sew
ḿvfo,sew
ntěm,sewn
tsìŋ,sex
ńdɔg,"sexual relations, have"
jʉʼʉ sẅisẅé,shade
sẅisẅê,"shade, in the"
kwɔ́g lelúʼ,shady
éshʉ́ŋ,shake
ńnʉʼte,shake
ńzɛte,shake
ńcʉʼte,shake
ńnʉʼ,shake
ńcuʼ,shake
ńcúa nnɛ́,shake
ńcʉʼʉ,shake
ḿvɛ,shake
ńcúɔ nnɛ́,shake
ńcuʼte,shake
ńzɛ,shake
ńkyéen,shake dry
ḿmiʼ,shake 
ḿmiʼte,shake 
ńzóŋe,shake oneself
nzìbte,shame
shʉ́,shame
ésẅag shʉ,"shame, escape"
