en,ngiemboon
kalém,melon
nkàga,"melon, esp."
mentoŋ,melon leaves
ndwò,"melon, pith"
ńgiʼ,melt
ésí,melt
váŋ,member
ntùʼ kěm,member rite
mekǔ,membership fee
nkì twó,memory
nkìi twó,memory
ńdʉʼ mbwo,menacing fist
ńzyɛ́bɛ,menstrate
kʉ̀kʉ̀ŋ,menstruation
tùbte,mention
púɔ shùm,"men, young"
mí gyeen guu,meow 
mmó metʉ̌a,merchandise
ntàŋ sɔ̌ɔn,merchant
ntàŋ metʉ̌a,merchant
tèzɛndeme,merciful
ntsɔ̀ɔn mezìŋe,merciful person
tsɔ́ɔn mézìŋe,mercy
tsìŋe nò,merits of the case
ńkíg,"merry, be"
tÿǒ nkuzsò,"mesquite tree, African"
váʼ voŋó,mess
nkʉ̀,message
