en,ngiemboon
éfú,"stupid, be"
ńgebe,"stupid, be"
mbǔe,stupidity
legʉ̀e,stupidity
pàʼ nkwʉŋ,stupid person
njÿǒon,stupid thing
ńdáŋte,"sturdy, be"
ḿbubte,stutter
ńdébe,stutter
ńdébe,stutter
mbòŋ,stylish
mmó,subject
zɔ,"subject, emphatic"
zɔɔ,"subject, emphatic"
ń-,"subject, same"
é-,"subject, same"
ḿ-,"subject, same"
pàga láʼ,sub-region
ḿmaʼ,subscribe
tsìŋe ssé,subsoil
zẅɛ̀ʼɛ,substance
ńtsẅɛ́te,subtract
ḿvɛte,"subtracting, error"
letsẅɛ́te,subtraction
éfele,succeed
njÿò ndá,successor
nkùbe twó,successor
ésẅíte,suck
ésẅíte,suck
ńnóŋ,suckle
ńnóŋe,suckle
ńnóŋ,suck on
leen,suddenly
ndeen nké,suddenly
ńdeen,suddenly
vàg,suddenly
ńgwóon,suddenly
ḿbúte,sue
éssó,suffer
ńdaŋa píd,suffer
ńgyá ngɔʼ,suffer
ńnʉ,suffer
ńkú,suffer
