en,ngiemboon
ńcÿó nnɛ́,carefully
ńdɔɔn,carefully
ńdẅí,carefully attach
ńdẅíte,carefully attach
ńkib,carefully wash
kùmá pÿágà,carelessness
ńjÿɔgte,caress
ésẅete,caress
ńnyaŋte,caress
ńzɔ́bte,"care, take a lot"
mbyɛ̀bɛ,caretaker
vûm,"car going by, sound"
mpfɛ̀ mbab,carnivorous
lejÿɔgɔ́ pwó,carp
kápíndɔ̀ɔn,carpenter
káfom,carpenter bee
gégÿɛ́ ndʉ̀m,carpenter miller moth
lelaŋ ngẅi,"carrion flower, giant"
kalɔ̂d,carrot
ńgwʉ́,carry
ńtsẅíʼ,carry
ńkate,carry
ńdéŋe,carry
ḿbiʼ,carry
ńdʉ́ŋe,carry
ńkaa,carry
ńkate,carry many times
ńgʉ́te,carry on shoulder
ḿbate,carry on the back
ḿba,carry on the back
ńgwʉ́te,carry on the shoulder
ńŋʉ́ʼte,"carry, want"
pìʼi,cart
nkàa mejʉ́jʉ́ŋ,cartoonist
ntsɔ́gè,cartridge
lùŋo ngú,cartridge
ntsɔ́g,cartridge
lùŋo,cartridge
ńkwóon,carve
