en,ngiemboon
wɔ́b,them
pɔ̌,them
kwàʼ pɔ́b,"themselves, they"
mbà,then
jʉʼɛ,there
jʉʼʉ,there
wó,there
li,there
púʼu la,therefore
tsìŋɔɔn,"there, over"
mɛ́,the same
ŋwɛ́,the same
mɔɔn,these
yɔɔn,these
yɔɔn,these
pɔɔn,these
sɔɔn,these
sɔɔn,these
pɔɔn,these
mɔɔn,these
yɔɔn,these ... here
pɔɔn,these ... here
sɔɔn,these ... here
mɔɔn,these ... here
mɔɔn,these here
yɔɔn,these here
sɔɔn,these here
pɔɔn,these here
ń-,they
ḿ-,they
é-,they
ń-,they
é-,they
pɔ́,they
é,they
ḿ-,they
ée,they’re
kwàʼ pɔ́b,they themselves
kèkwɔ̀ʼɔ,thick
kùkwɔ̀ʼɔ,thick
nkwɔ̀ʼte,thickness
pìi tenùŋe,thief
njʉ̀ʉ,thief
mbìte jʉʼ,thief
ngwàa,thief
ntsǒŋ,thief
ntɔ́ɔn,thigh
ntɔ́ɔn kwò,thigh
ŋàŋa,thin
lòŋo,thin
kékɔ́gɔ,thin
sẅì,thin
mmó,thing
shúm,things
tàʼa mmó,"thing, same"
tùŋo legwé,things given by the son-in-law
múɔ mémmó,"thing, smallest"
tsá pu,"thing, terrible"
ḿbá,think
ńkwa,think
ńkwaŋ,think
ḿbaʼte,think
ńtiŋ ngie,think
ńteŋ,think
ńtu,think
ńkwaŋte,think
ńkaʼ,think
