en,ngiemboon
tsáŋte,suffering
ndùndú,suffering
mbʉ̀ŋte,suffering
ngɔ́ʼ,suffering
sàte,suffering
ngʉ̀ngʉ̀,suffering
ngʉ̀ngʉ̀,"suffering, great"
ńkub,"suffering, see"
ńkée,"suffer, make"
ńtsáŋte,suffer too much 
ḿbum,suffice
ńkuʼ,suffice
sìŋ ndù,suffix
éfómo,suffocate
ńtége,suffocate a wound
lʉ̀mte,sugar
sókà,sugar
nkùnkùʼ,sugarcane
lʉ̀mte,sugared
ńkaʼ,suggest
ńkwé ńdɔg ḿbʉʼ,"suicide, commit"
ńgwoonte,suit
ḿbum,suit
kʉ̌b,suitcase
kùb,suitcase
ntoŋ,summit
nèm,sun
nèm meshʉa,sunbeam
métòŋ,sunbird 
ńtʉa,"sun, burnt by"
lyɛʼɛ́ sẅíŋtè,Sunday
sóndi,Sunday
njʉʼ tÿǒ,sunflower
ŋwʉ̀ŋ nèm,"sunlight, ray"
ntʉ̌a nèm,"sunlight, ray"
lesaʼá nèm,sunrise
