en,ngiemboon
menàʼ,"palm, African wild date"
kánɔ́ɔnsè,palm-kernel
menaŋ,palm-kernel oil
letÿǒon,palmnut
letʉ̌ʉ,palmnut
ncÿòon,"palmnut, immature"
kekáŋa letÿǒon,"palmnuts, bagasse"
ńkɔ́ɔnte,"palm of hand, catch"
lɔ̌ɔn pwó,palm of the hand
letʉ̌ʉ,"palm, oil"
letÿǒon,"palm, oil"
pàʼ,palm tree fluff
ńzɔ́bte,pamper
ntsìŋte,pamperer
nnú lepáʼ,"pangolin, tree"
nɔ̀ɔn lepáʼ,"pangolin, tree"
tsìʼte,panic
ńtsiʼte,panic
ngẅi,panther
nkwɔ̀ʼ,panties
shùu kwò,pants
kème shùu kwò,pants
ńjÿɔ́g,"pants, wear"
éshÿɔ́gte,"pants, wear"
pípà,paper
pyâg,"paper exploding, sound"
sagá nò,parable
kwɔ̌ɔn nò,parable
ndèndʉ́m,"paradise, grains"
nkendéŋe,paragraph
kwʉ́ʼte,paralysis
kwéʼte,paralysis
ngàŋ nzìbte,parasite
lème ńnéŋe,parasite
tàʼ lesoŋ ńkɔ nnáʼ,parasite
