en,ngiemboon
mantsɔ̀b,superb
ńzábte,superimpose
ńzébe,superimpose
legʉa ntaʼ sí,supermarket
pʉpÿɛ́ɛ,supple
ntÿɔ̀ʼ mbwó,supplicator
nnàa,supplier
shúm fàʼ,supply
ésẅíŋte,supply
mmó fàʼ,supply
ńtóonte,support
ńdʉʼte,support
ńdʉʼ,support
éshÿɔg,support
lʉ̀ʼ,support
tẅìʼ,support
ńtseme,support
ḿbíme,support
ńtóon,support
ńtẅiʼ,support each other
ntsiŋe tÿoon,"support, personal"
nzǎg ngě,"support, without"
háyaʼ,"suprise, showing"
làŋa,surface
ḿmuʼ,surge
ngwàa,surgeon
legwà,surgical operation
ńgéʼe,surpass
memaʼá,surplus
mezabá,surplus
ńkʉʼte,surprise
mɔɔn mɔɔn,surprise
ńkʉʼʉ,surprise
ɛ̌ɛn,"surprise, cry"
ěen,"surprise, cry"
gàg,"surprise movement, shows"
ɛ̌ɛn,"surprise, oversight"
ěen,"surprise, oversight"
wáa,"surprise, showing"
yée,"surprise, showing"
wɔ́ pɔ̂,"surprise, shows"
lá,"surprise, shows"
lemaŋ,"surprising, something"
sẅìle,"surprising, something"
mɔɔn nò,"surprising, something"
