en,ngiemboon
nkyè,food offering
ésɔʼ,"food, plate"
lelyè,food service
gwáŋa,food shortage
ńgẅíʼi,"food, throw up"
fɔ̀gɔ,food without sauce
fɔ̀gɔ,food without sauce added
pìŋe lé nzèm,fool
mbùd,fool
ńtseenne,"fool, act"
éfú,"foolish, be"
ńgebe,"foolish, be"
kwò,foot
ntsyɛʼɛ kwò,foot
tekwò,foot amputee
nkentsyɛ̀ʼ mekwò,football
ńtɔ́ɔn,"foot, catch by"
téme kwò,foot launch
màʼa kwò,foot launch
kʉ̌b,footlocker
kùb,footlocker
letsiŋé,foot of a plant
tsìŋ kǔ,foot of the bed
ntÿɔ̀gɔ kwò,footrest
tekwò,"foot, sick"
legʉŋe kwò,"foot, side"
lé-,for
né,for
páʼ,for
lé,for
ńzse,forbid
ḿbʉ́,forbid
ńtɔʼ,forbid
ndá nzse,forbidden house
tʉ̀,force
mbʉ̀ʼ,force
ngùm,force
ngʉ̀ʼ,force
ńtíɛ tʉ̀,force
ŋège,force
