en,ngiemboon
tÿǒ lámáasè,"tree, orange"
tÿǒ pÿè,"tree, padauk"
nkʉnkʉŋ,"tree, peace"
nkʉŋ,"tree, peace"
ńkwág,"tree, prune"
ńkwɔ́g,"tree, prune"
tÿǒ zoon,"tree, safou"
tàba láʼ,"tree, sandpaper"
tsẅɛ́,"tree, sandpaper"
ntʉ̀,"tree, sausage"
mbyè metÿǒ,tree seed
gʉ́m,"tree, silk-cotton"
nkèmenàŋ,"tree, sp."
mambʉ́múɔ,"tree, sp."
lepʉ́múɔ,"tree, sp."
ntuntú,"tree, sp."
kékɔ́ʼ,"tree, sp."
ntèntàŋ,"tree, sp."
tÿɔʼ,"tree, sp."
lengɔ̀ɔn,"tree, sp."
jwóŋ,"tree, sp."
shʉ́a,"tree, sp."
kùbo ndèndʉ́m,"tree, sp."
péli tÿǒ,"tree, sp."
tÿǒ mbàg,"tree, sp."
tÿǒ ngág,"tree, sp."
gẅà,"tree, sp."
máfùɔ tÿǒ,"tree, sp."
tÿǒ menjʉ́ʼ,"tree, sp."
lʉ́a,"tree, sp."
menguʼu,"tree, sp."
shù,"tree, sp."
lùbo lengwɔʼɔ́,"tree, sp."
tÿǒ kùbo ndèndʉ́m,"tree, sp."
múɔ ntɔ̀ʼ mbisí,"tree, sp."
shʉ́shʉm,"tree, sp."
ngaʼá,"tree, sp."
tÿǒ lélum,"tree, sp."
ndèndoŋ,"tree, sp."
tàba kwɔb,"tree, sp."
tÿǒ múɔ,"tree, sp."
tÿǒ ndyèente,"tree, sp."
tÿǒ mekú nnu,"tree, sp."
tÿǒ lùbo lengwɔʼɔ́,"tree, sp."
ndùŋo ndùŋo,"tree, sp."
shwòŋondíŋe,"tree, sp."
tsɔɔn pwɔʼ,"tree, sp."
nkʉ̀alemvwɔ̀ʼɔ,"tree, sp."
gwà,"tree, sp."
lelùb,"tree, sp."
ngemé,"tree, velvet tamarind"
éshʉ́ŋ,tremble
ńnʉʼʉ,tremble
ḿvɛ,tremble
ńnóŋo,tremble 
fʉ̀ŋ,trench
sém,trench
ntsaŋ,trial
mekwoŋ,tribe
tàʼ ntse,tributary
kwóonte,trick
tsyéente,trick
gwɔ́bte,trick
ésẅɛ́te,trick
kwóŋte,trick
ńjÿóte,trick by catching off guard
fʉ̀te,trickery
kwóonte,trickery
pàb,trickery
gáte,trickery
gwɔ́bte,trickery
gÿáte,trickery
kwóŋte,trickery
ḿbáʼte,trick someone
ḿbáʼ,trick someone
njʉ̀ʉ,trickster
lesɔ̀b mentyɛ́ʼɛ,trident
ḿvib,"trifle, argue about"
mbèyà,trill
