en,ngiemboon
metsì ntʉ̀,chronic clap
ńkua,chuckle
ńkuɔ,chuckle
cÿɔ́ɔsè,church
ndá Ssé,church
ngÿò,churchgoer
másèm nnú,cicada 
nkwàndàŋ,cigar
sìkáa,cigarette
lekyě,"cinders, acid from"
sèlenyɛ́,cinema
sèlemáŋ,cinema
ńkéle,circle
ká,circle
tɔ̌ɔn,circle
shʉ̀a,"circle, k. exoteric"
lekèle,circulation
ḿbúʼ ncwò,circumcise
lepuʼú múɔ,circumcision
nkènkélè,circumference
ndʉʼʉ,circumference
lekélè,circumference
ésag,cite
ńtʉ́,cite
ńteŋ,cite
nkěm,"citizen, prominent"
ndè,"citizen, prominent"
pɔ́ɔn ndè,"citizens, k. outfit for prominent"
mekěm,"citizens, prominent"
tÿǒsoŋ,city
tsɔb,"civet, African"
nzwě tsɔb,"civet, female African"
múɔ tsɔb,"civet kitten, African"
tsẅé láʼ,civilization
ńkʉ́a,claim
ńtág nzèm,claim
