en,ngiemboon
a-,a
mên-,a
le-,a
n-,a
m-,a
ńnyé,abandon
ńkʉ́e,abandon
ńnyiŋe,abandon
ńkyé,abandon
nzǎg ngě,abandoned
tém nzèm,abandoning
ńnẅɛ,abate
ésáb,"able, be"
ńtíɛ múɔ,"abortion, have"
shwòŋ ntsɔ́ʼ,abortionist
ntsɔ̀ʼ púɔ,"abortion, one who causes"
ńgyɔ́ɔn,abound
ndùm,above
mǒ,above
kwóŋ wɔɔn,"above, up"
mbɔɔnté,abrasion
mwòon,abscess
zezsó,abscess with puss
zʉzsó,abscess with puss
tsẅiŋ,absent without leave
gyɔ́ɔn,abundance
pÿé telǎŋ,abyss
manúa,acacia
ḿbímte,accelerate
ńtate,accelerate
ntsɔ̀ʼ,accent
ńzẅíŋ,accept
meen,acceptable
toŋó ncÿó,accept a false alarm
ńŋʉ́ʼʉ nò,"accept one’s limits, don’t"
